timestamp,h2s_ppm,co_ppm,temperature,humidity,exposure_time_s,scenario,danger_level
10630,72.323,480.656,26.8,50.7,10630,frontiere,3
10635,139.591,304.242,29.8,94.2,10635,frontiere,3
10640,68.94,524.4,22.0,76.4,10640,frontiere,3
10645,86.191,259.593,19.9,84.2,10645,frontiere,2
10650,115.437,529.488,25.1,54.7,10650,frontiere,3
10655,76.998,459.842,27.7,84.7,10655,frontiere,3
10660,80.188,351.316,22.2,60.4,10660,frontiere,2
10665,93.817,323.493,20.1,96.4,10665,frontiere,2
10670,83.817,365.381,34.0,80.4,10670,frontiere,2
10675,90.801,415.394,35.5,52.3,10675,frontiere,3
10680,129.41,526.377,35.0,51.8,10680,frontiere,3
10685,89.683,435.437,29.5,74.5,10685,frontiere,3
10690,110.465,274.143,33.7,51.6,10690,frontiere,3
10695,85.912,475.283,20.6,88.1,10695,frontiere,3
10700,83.238,408.403,37.2,50.0,10700,frontiere,3
10705,111.058,655.677,23.4,91.8,10705,frontiere,3
10710,83.586,319.94,38.2,92.4,10710,frontiere,2
10715,117.669,417.27,26.5,71.5,10715,frontiere,3
10720,99.707,596.011,25.8,78.2,10720,frontiere,3
10725,103.599,378.062,22.9,55.2,10725,frontiere,3
10730,127.549,589.11,22.4,82.6,10730,frontiere,3
10735,78.751,409.327,31.5,76.2,10735,frontiere,3
10740,160.141,359.471,42.0,78.9,10740,frontiere,3
10745,64.069,311.944,30.4,94.1,10745,frontiere,2
10750,145.869,200.069,31.9,51.8,10750,frontiere,3
10755,4.444,44.815,37.7,81.6,10755,frontiere,1
10760,4.839,45.804,27.5,92.8,10760,frontiere,1
10765,6.372,50.84,34.0,73.4,10765,frontiere,2
10770,5.115,30.751,34.9,50.0,10770,frontiere,1
10775,2.526,60.633,27.4,90.1,10775,frontiere,2
10780,5.909,52.443,22.0,69.3,10780,frontiere,2
10785,5.898,33.378,27.9,64.7,10785,frontiere,1
10790,5.462,53.796,31.6,94.3,10790,frontiere,2
10795,4.127,58.292,24.2,82.6,10795,frontiere,2
10800,3.908,47.374,36.3,73.2,10800,frontiere,1
10805,5.223,59.567,20.5,77.3,10805,frontiere,2
10810,6.541,70.109,41.0,60.1,10810,frontiere,2
10815,5.202,37.708,33.5,92.0,10815,frontiere,1
10820,5.482,55.62,37.3,77.9,10820,frontiere,2
10825,3.225,63.631,41.4,51.8,10825,frontiere,2
10830,3.261,51.675,36.6,64.5,10830,frontiere,2
10835,5.99,48.813,26.8,73.0,10835,frontiere,1
10840,4.14,46.859,18.9,65.3,10840,frontiere,1
10845,4.557,36.39,22.1,56.0,10845,frontiere,1
10850,6.94,36.987,26.2,86.6,10850,frontiere,1
10855,5.726,55.378,23.0,74.6,10855,frontiere,2
10860,3.952,37.745,36.1,56.8,10860,frontiere,1
10865,5.162,66.006,40.3,85.5,10865,frontiere,2
10870,3.696,64.199,24.1,96.3,10870,frontiere,2
10875,7.25,42.564,34.2,59.5,10875,frontiere,1
10880,5.149,33.017,34.5,77.6,10880,frontiere,1
10885,4.302,31.021,,80.4,10885,frontiere,1
10890,4.182,44.481,24.5,95.6,10890,frontiere,1
10895,5.474,46.05,38.7,80.2,10895,frontiere,1
10900,6.45,55.522,18.8,78.7,10900,frontiere,2
10905,5.569,38.958,35.1,86.5,10905,frontiere,1
10910,3.773,45.922,40.8,87.7,10910,frontiere,1
10915,3.543,84.019,27.8,90.7,10915,frontiere,2
10920,4.296,44.642,18.1,67.4,10920,frontiere,1
10925,5.493,48.235,20.9,92.1,10925,frontiere,1
10930,4.379,41.892,40.4,56.2,10930,frontiere,1
10935,6.034,29.433,26.9,95.1,10935,frontiere,1
10940,6.568,61.09,31.7,70.3,10940,frontiere,2
10945,2.7,51.086,30.1,80.4,10945,frontiere,2
10950,5.149,62.779,41.0,61.3,10950,frontiere,2
10955,10.116,37.039,22.4,58.2,10955,frontiere,1
10960,4.049,61.337,18.6,77.1,10960,frontiere,2
10965,4.191,45.96,40.4,78.1,10965,frontiere,1
10970,6.3,40.972,42.0,87.1,10970,frontiere,1
10975,4.392,37.575,29.9,70.4,10975,frontiere,1
10980,4.902,53.866,33.2,51.4,10980,frontiere,2
10985,6.202,52.102,32.7,68.5,10985,frontiere,2
10990,3.446,31.021,33.5,73.1,10990,frontiere,1
10995,6.781,45.305,25.6,77.5,10995,frontiere,1
11000,4.737,47.278,26.9,57.3,11000,frontiere,1
11005,189.162,120.903,23.3,58.6,11005,critique,3
11010,548.45,242.161,42.0,58.0,11010,critique,3
11015,186.438,606.668,42.0,50.1,11015,critique,3
11020,271.134,855.773,42.0,87.2,11020,critique,3
11025,370.427,823.617,42.0,51.7,11025,critique,3
11030,130.855,355.748,28.6,86.0,11030,critique,3
11035,145.454,538.196,40.4,77.7,11035,critique,3
11040,239.94,1101.15,33.8,60.8,11040,critique,3
11045,217.775,494.051,42.0,50.1,11045,critique,3
11050,183.447,538.656,22.8,50.0,11050,critique,3
11055,365.454,425.303,42.0,50.0,11055,critique,3
11060,185.781,845.525,34.8,63.2,11060,critique,3
11065,460.342,853.676,30.9,82.3,11065,critique,3
11070,487.427,604.778,,62.5,11070,critique,3
11075,171.402,340.987,35.0,64.8,11075,critique,3
11080,323.511,859.718,30.9,91.2,11080,critique,3
11085,252.855,543.587,42.0,63.4,11085,critique,3
11090,335.391,969.633,34.4,60.4,11090,critique,3
11095,194.106,316.189,42.0,70.7,11095,critique,3
11100,317.245,932.178,26.7,89.0,11100,critique,3
11105,76.03,394.681,32.4,66.2,11105,critique,2
11110,118.696,583.073,28.6,52.2,11110,critique,3
11115,324.583,483.757,42.0,79.0,11115,critique,3
11120,179.764,623.893,24.9,73.1,11120,critique,3
11125,183.789,564.102,35.1,53.5,11125,critique,3
11130,221.229,446.389,32.8,77.2,11130,critique,3
11135,161.819,463.292,28.1,63.5,11135,critique,3
11140,137.013,434.052,23.8,68.7,11140,critique,3
11145,244.682,414.79,37.0,50.5,11145,critique,3
11150,110.941,858.331,35.1,64.6,11150,critique,3
11155,512.666,471.67,42.0,58.5,11155,critique,3
11160,119.554,522.314,34.1,75.2,11160,critique,3
11165,527.405,562.552,42.0,79.7,11165,critique,3
11170,229.351,602.534,26.0,94.5,11170,critique,3
11175,290.981,391.934,42.0,70.4,11175,critique,3
11180,144.469,818.327,42.0,61.8,11180,critique,3
11185,656.774,595.935,32.1,81.3,11185,critique,3
11190,280.346,853.952,42.0,51.2,11190,critique,3
11195,184.232,696.885,37.3,83.9,11195,critique,3
11200,217.267,678.686,42.0,56.7,11200,critique,3
11205,360.222,692.014,28.4,59.4,11205,critique,3
11210,646.54,579.24,42.0,87.5,11210,critique,3
11215,170.837,815.4,35.6,89.5,11215,critique,3
11220,352.646,366.921,42.0,72.1,11220,critique,3
11225,241.594,575.198,23.5,64.9,11225,critique,3
11230,318.428,394.251,25.8,63.7,11230,critique,3
11235,261.852,720.468,24.9,56.6,11235,critique,3
11240,249.203,463.598,32.9,70.8,11240,critique,3
11245,103.463,564.528,25.4,83.5,11245,critique,3
11250,98.145,857.664,34.3,78.9,11250,critique,3
11255,424.104,999.429,42.0,50.0,11255,critique,3
11260,553.654,510.091,42.0,85.6,11260,critique,3
11265,135.691,404.04,31.0,66.6,11265,critique,3
11270,140.744,713.383,,89.6,11270,critique,3
11275,90.168,489.127,33.0,73.9,11275,critique,3
11280,441.993,234.45,42.0,57.8,11280,critique,3
11285,207.213,678.155,32.7,81.8,11285,critique,3
11290,322.269,777.301,42.0,50.0,11290,critique,3
11295,232.93,827.455,23.8,69.4,11295,critique,3
11300,373.509,931.892,41.5,,11300,critique,3
11305,384.892,1028.931,42.0,52.8,11305,critique,3
11310,173.456,661.128,21.8,58.6,11310,critique,3
11315,300.446,709.111,42.0,50.4,11315,critique,3
11320,362.175,878.798,36.9,65.1,11320,critique,3
11325,250.787,806.549,39.2,50.0,11325,critique,3
11330,191.638,563.06,37.8,61.7,11330,critique,3
11335,476.12,418.659,42.0,84.1,11335,critique,3
11340,116.161,331.051,30.0,94.7,11340,critique,3
11345,227.463,1076.452,24.0,86.7,11345,critique,3
11350,128.553,1207.578,31.2,67.4,11350,critique,3
11355,408.029,713.538,30.4,71.6,11355,critique,3
11360,137.559,532.421,22.9,78.7,11360,critique,3
11365,177.089,997.448,27.5,82.5,11365,critique,3
11370,609.045,884.481,42.0,79.2,11370,critique,3
11375,314.529,389.802,42.0,52.8,11375,critique,3
11380,430.444,1054.586,26.8,65.5,11380,critique,3
11385,108.592,701.367,42.0,71.1,11385,critique,3
11390,244.849,540.981,40.5,86.1,11390,critique,3
11395,299.807,591.447,42.0,68.8,11395,critique,3
11400,351.647,1006.627,38.2,85.4,11400,critique,3
11405,646.986,470.197,42.0,76.9,11405,critique,3
11410,591.638,794.099,42.0,73.0,11410,critique,3
11415,518.096,580.033,37.2,85.2,11415,critique,3
11420,273.896,294.339,38.4,55.2,11420,critique,3
11425,217.339,550.291,28.2,88.9,11425,critique,3
11430,149.535,379.578,36.1,64.3,11430,critique,3
11435,329.154,825.467,29.2,76.5,11435,critique,3
11440,315.266,600.001,28.8,69.9,11440,critique,3
11445,308.436,400.571,40.5,71.0,11445,critique,3
11450,455.071,477.163,42.0,50.0,11450,critique,3
11455,551.87,1170.195,36.0,50.0,11455,critique,3
11460,519.091,1221.469,33.3,52.0,11460,critique,3
11465,240.608,620.357,40.5,61.6,11465,critique,3
11470,413.068,479.623,42.0,50.0,11470,critique,3
11475,261.177,735.003,39.0,90.9,11475,critique,3
11480,500.32,534.715,32.3,67.5,11480,critique,3
11485,322.018,678.992,41.4,74.0,11485,critique,3
11490,298.855,1096.165,37.8,60.3,11490,critique,3
11495,337.478,850.563,42.0,74.8,11495,critique,3
11500,204.697,727.352,26.1,94.4,11500,critique,3
11505,71.128,373.902,35.3,88.5,11505,dangereux,2
11510,88.466,58.06,38.6,66.6,11510,dangereux,2
11515,50.961,273.701,42.0,90.7,11515,dangereux,2
11520,25.785,257.062,30.4,88.4,11520,dangereux,2
11525,73.2,121.716,19.6,53.3,11525,dangereux,2
11530,57.705,151.232,19.7,87.2,11530,dangereux,2
11535,80.177,76.513,21.5,50.4,11535,dangereux,2
11540,97.977,250.839,23.5,63.6,11540,dangereux,2
11545,10.801,61.72,29.4,50.3,11545,dangereux,2
11550,43.858,137.548,30.9,58.6,11550,dangereux,2
11555,80.429,126.226,26.2,87.6,11555,dangereux,2
11560,72.492,342.2,42.0,65.7,11560,dangereux,2
11565,24.162,272.291,26.3,92.8,11565,dangereux,2
11570,92.81,255.486,31.9,81.5,11570,dangereux,2
11575,43.703,193.263,28.8,57.1,11575,dangereux,2
11580,16.984,133.115,,77.7,11580,dangereux,2
11585,92.444,513.746,31.0,59.7,11585,dangereux,3
11590,46.84,318.49,39.0,57.5,11590,dangereux,2
11595,97.157,291.488,35.8,63.7,11595,dangereux,2
11600,38.531,207.804,30.2,57.1,11600,dangereux,2
11605,31.011,280.133,34.3,56.6,11605,dangereux,2
11610,101.228,140.898,31.7,62.3,11610,dangereux,3
11615,76.718,230.538,42.0,90.5,11615,dangereux,2
11620,77.482,109.544,37.7,91.9,11620,dangereux,2
11625,18.029,221.149,21.1,97.3,11625,dangereux,2
11630,63.792,223.406,21.8,69.4,11630,dangereux,2
11635,39.491,265.018,24.6,94.4,11635,dangereux,2
11640,90.437,336.267,35.1,74.1,11640,dangereux,2
11645,45.362,333.583,42.0,72.8,11645,dangereux,2
11650,91.519,165.269,35.4,50.0,11650,dangereux,2
11655,51.109,198.655,39.7,90.7,11655,dangereux,2
11660,82.937,264.249,42.0,54.0,11660,dangereux,2
11665,94.566,147.679,25.3,66.0,11665,dangereux,2
11670,25.008,268.336,26.0,62.9,11670,dangereux,2
11675,97.594,97.254,34.5,84.3,11675,dangereux,2
11680,33.802,99.985,41.2,50.0,11680,dangereux,2
11685,46.569,231.935,25.6,60.5,11685,dangereux,2
11690,53.085,347.537,27.7,68.1,11690,dangereux,2
11695,70.789,213.594,28.8,93.1,11695,dangereux,2
11700,22.001,306.868,29.0,73.8,11700,dangereux,2
11705,60.884,295.273,37.2,79.6,11705,dangereux,2
11710,74.422,247.576,33.5,87.3,11710,dangereux,2
11715,37.762,148.304,33.8,87.9,11715,dangereux,2
11720,41.836,360.587,26.2,54.5,11720,dangereux,2
11725,52.314,163.909,38.7,62.7,11725,dangereux,2
11730,30.082,321.354,34.3,81.1,11730,dangereux,2
11735,66.23,162.766,27.2,72.1,11735,dangereux,2
11740,85.491,488.061,41.3,85.8,11740,dangereux,3
11745,84.179,350.443,37.7,81.3,11745,dangereux,2
11750,56.56,447.859,40.8,79.1,11750,dangereux,3
11755,8.418,30.584,20.6,53.7,11755,moyen,1
11760,11.02,28.31,40.1,50.0,11760,moyen,1
11765,6.922,32.637,20.9,77.1,11765,moyen,1
11770,8.101,29.023,36.3,64.3,11770,moyen,1
11775,15.205,32.08,28.4,77.8,11775,moyen,1
11780,10.683,31.806,,50.0,11780,moyen,1
11785,13.697,37.642,21.0,77.6,11785,moyen,1
11790,17.986,39.971,37.4,81.4,11790,moyen,1
11795,15.887,32.047,36.1,82.2,11795,moyen,1
11800,4.711,49.889,19.2,93.2,11800,moyen,1
11805,23.964,38.875,39.8,69.6,11805,moyen,2
11810,5.564,57.234,24.1,77.2,11810,moyen,2
11815,15.496,44.558,31.7,57.2,11815,moyen,1
11820,6.461,31.801,32.6,84.5,11820,moyen,1
11825,10.667,53.071,37.6,50.0,11825,moyen,2
11830,7.089,32.704,22.9,81.2,11830,moyen,1
11835,10.718,27.679,38.9,69.4,11835,moyen,1
11840,17.879,47.079,35.3,50.0,11840,moyen,1
11845,16.019,18.65,32.9,92.3,11845,moyen,1
11850,14.3,28.346,34.2,90.0,11850,moyen,1
11855,16.347,17.521,31.9,86.9,11855,moyen,1
11860,12.995,25.859,21.2,55.6,11860,moyen,1
11865,12.707,40.912,21.1,73.1,11865,moyen,1
11870,10.844,39.379,26.2,82.7,11870,moyen,1
11875,17.473,50.992,40.0,73.7,11875,moyen,2
11880,15.047,43.897,23.4,93.7,11880,moyen,1
11885,4.503,34.162,30.8,81.3,11885,moyen,1
11890,6.007,50.657,39.5,91.7,11890,moyen,2
11895,7.857,89.239,30.3,85.7,11895,moyen,2
11900,9.429,60.2,31.8,69.8,11900,moyen,2
11905,21.737,38.172,31.3,69.8,11905,moyen,2
11910,7.957,45.965,28.3,82.3,11910,moyen,1
11915,13.814,38.297,24.3,78.3,11915,moyen,1
11920,13.817,46.011,35.4,88.2,11920,moyen,1
11925,15.366,38.885,26.3,89.4,11925,moyen,1
11930,6.682,37.475,40.8,74.9,11930,moyen,1
11935,12.88,23.842,36.8,64.4,11935,moyen,1
11940,18.345,60.404,41.2,75.8,11940,moyen,2
11945,13.234,18.718,25.7,67.7,11945,moyen,1
11950,15.429,24.172,33.1,57.3,11950,moyen,1
11955,11.579,57.241,36.3,55.9,11955,moyen,2
11960,5.89,25.504,32.3,79.8,11960,moyen,1
11965,17.581,47.753,39.0,79.5,11965,moyen,1
11970,18.465,33.345,37.5,88.6,11970,moyen,1
11975,10.344,30.505,32.6,86.9,11975,moyen,1
11980,5.681,28.992,23.7,88.0,11980,moyen,1
11985,12.334,44.827,23.6,93.8,11985,moyen,1
11990,14.127,25.585,26.2,56.4,11990,moyen,1
11995,17.333,53.074,21.9,58.4,11995,moyen,2
12000,7.388,37.987,28.9,72.4,12000,moyen,1
12005,0.195,0.0,29.3,68.1,12005,pic,0
12010,2.27,11.295,26.1,71.7,12010,pic,0
12015,1.464,6.683,28.6,50.0,12015,pic,0
12020,2.424,0.0,23.7,59.1,12020,pic,0
12025,3.685,9.405,26.5,56.4,12025,pic,0
12030,9.951,15.142,19.8,59.5,12030,pic,1
12035,8.066,7.945,38.7,82.7,12035,pic,1
12040,10.157,16.589,28.8,89.5,12040,pic,1
12045,16.412,27.143,23.9,76.9,12045,pic,1
12050,14.738,48.737,21.7,89.5,12050,pic,1
12055,25.506,42.964,21.7,51.0,12055,pic,2
12060,24.099,60.917,25.1,91.7,12060,pic,2
12065,40.956,93.134,21.9,65.3,12065,pic,2
12070,47.336,78.439,26.6,86.5,12070,pic,2
12075,53.496,112.903,29.2,76.6,12075,pic,2
12080,63.532,113.424,29.0,73.8,12080,pic,2
12085,99.338,135.638,21.5,67.5,12085,pic,2
12090,85.187,140.311,40.3,77.1,12090,pic,2
12095,100.281,166.679,42.0,81.2,12095,pic,3
12100,107.631,182.033,31.0,79.2,12100,pic,3
12105,87.751,211.718,38.4,57.4,12105,pic,2
12110,98.912,148.574,21.4,69.0,12110,pic,2
12115,97.248,146.818,23.4,62.3,12115,pic,2
12120,109.424,115.64,42.0,84.1,12120,pic,3
12125,118.423,220.381,34.6,64.9,12125,pic,3
12130,127.685,258.824,26.9,75.3,12130,pic,3
12135,126.194,163.545,33.4,83.5,12135,pic,3
12140,144.464,156.421,,59.2,12140,pic,3
12145,157.419,249.031,26.1,67.5,12145,pic,3
12150,143.733,205.016,31.4,50.0,12150,pic,3
12155,113.859,176.698,41.0,91.5,12155,pic,3
12160,83.018,168.318,41.9,84.8,12160,pic,2
12165,109.421,124.328,42.0,87.0,12165,pic,3
12170,72.03,83.426,36.0,53.2,12170,pic,2
12175,75.66,118.829,23.3,51.4,12175,pic,2
12180,65.946,146.592,29.2,,12180,pic,2
12185,41.568,96.821,30.6,64.4,12185,pic,2
12190,37.919,49.248,21.4,52.1,12190,pic,2
12195,38.407,46.839,28.4,52.3,12195,pic,2
12200,27.778,45.526,21.0,68.7,12200,pic,2
12205,36.388,26.185,30.8,55.7,12205,pic,2
12210,14.414,33.344,34.7,65.7,12210,pic,1
12215,11.344,10.862,20.4,80.4,12215,pic,1
12220,10.66,12.049,26.8,50.5,12220,pic,1
12225,7.387,13.102,40.9,71.1,12225,pic,1
12230,4.52,9.261,29.6,88.4,12230,pic,0
12235,2.25,0.0,40.5,54.4,12235,pic,0
12240,5.265,1.194,37.5,84.6,12240,pic,1
12245,2.481,5.545,19.4,84.4,12245,pic,0
12250,1.803,5.874,19.5,78.7,12250,pic,0
12255,280.24,703.105,42.0,63.1,12255,critique,3
12260,343.946,542.692,42.0,82.7,12260,critique,3
12265,288.733,971.909,42.0,53.8,12265,critique,3
12270,427.473,864.106,37.5,60.0,12270,critique,3
12275,187.79,695.408,42.0,85.5,12275,critique,3
12280,119.027,232.218,26.4,63.1,12280,critique,3
12285,333.691,782.853,37.5,58.1,12285,critique,3
12290,255.406,489.993,42.0,82.7,12290,critique,3
12295,307.305,343.811,41.6,76.6,12295,critique,3
12300,419.437,466.598,39.6,60.8,12300,critique,3
12305,149.82,677.541,41.2,84.9,12305,critique,3
12310,164.025,998.466,22.7,68.3,12310,critique,3
12315,259.233,880.513,24.0,89.1,12315,critique,3
12320,191.58,876.539,26.3,80.5,12320,critique,3
12325,188.17,344.654,30.4,86.0,12325,critique,3
12330,133.405,695.433,33.0,61.7,12330,critique,3
12335,143.925,563.086,28.8,63.1,12335,critique,3
12340,466.153,730.25,42.0,77.5,12340,critique,3
12345,281.19,564.735,31.4,70.1,12345,critique,3
12350,243.186,867.241,24.9,88.3,12350,critique,3
12355,179.602,417.354,28.1,90.3,12355,critique,3
12360,262.834,786.723,37.7,71.9,12360,critique,3
12365,543.894,647.578,32.9,50.0,12365,critique,3
12370,347.452,705.224,38.4,67.0,12370,critique,3
12375,341.038,682.838,27.8,87.8,12375,critique,3
12380,118.651,1139.127,30.6,59.3,12380,critique,3
12385,324.138,653.282,42.0,87.2,12385,critique,3
12390,407.713,434.511,33.6,83.2,12390,critique,3
12395,307.988,807.977,40.0,91.5,12395,critique,3
12400,245.38,493.073,27.9,93.7,12400,critique,3
12405,276.37,1118.055,31.3,66.4,12405,critique,3
12410,134.015,877.788,29.5,60.0,12410,critique,3
12415,293.713,862.795,40.7,72.1,12415,critique,3
12420,219.226,584.823,29.8,53.4,12420,critique,3
12425,399.135,679.503,33.7,64.2,12425,critique,3
12430,140.176,739.368,30.1,64.1,12430,critique,3
12435,578.84,745.029,30.9,69.0,12435,critique,3
12440,326.572,454.934,42.0,52.1,12440,critique,3
12445,186.507,974.161,25.4,71.0,12445,critique,3
12450,245.88,863.321,32.0,73.3,12450,critique,3
12455,358.754,630.174,42.0,79.9,12455,critique,3
12460,196.21,616.703,38.5,64.4,12460,critique,3
12465,127.016,665.869,27.6,73.7,12465,critique,3
12470,316.272,739.195,42.0,85.5,12470,critique,3
12475,146.287,802.243,31.8,58.3,12475,critique,3
12480,373.742,1208.27,31.1,50.0,12480,critique,3
12485,253.396,1287.709,42.0,56.1,12485,critique,3
12490,293.512,513.28,32.6,85.1,12490,critique,3
12495,294.134,473.279,26.9,,12495,critique,3
12500,510.505,931.954,31.3,67.8,12500,critique,3
12505,4.557,15.443,31.1,72.4,12505,normal,0
12510,2.319,1.606,34.1,62.1,12510,normal,0
12515,2.687,11.08,35.4,60.7,12515,normal,0
12520,4.44,9.195,27.6,80.1,12520,normal,0
12525,1.545,8.562,27.1,57.5,12525,normal,0
12530,2.657,13.823,39.0,88.6,12530,normal,0
12535,0.556,15.021,33.1,85.0,12535,normal,0
12540,1.989,12.463,41.7,73.0,12540,normal,0
12545,1.023,11.034,39.8,,12545,normal,0
12550,0.617,10.42,34.8,50.0,12550,normal,0
12555,1.089,16.541,37.0,84.7,12555,normal,0
12560,1.149,20.526,27.7,78.4,12560,normal,0
12565,0.756,3.223,38.6,86.8,12565,normal,0
12570,2.81,0.0,20.6,89.5,12570,normal,0
12575,0.289,10.33,24.6,83.5,12575,normal,0
12580,0.267,26.216,25.8,51.0,12580,normal,1
12585,0.782,8.143,23.1,68.7,12585,normal,0
12590,0.0,8.875,35.8,50.1,12590,normal,0
12595,0.889,5.362,37.5,92.6,12595,normal,0
12600,0.0,11.606,36.9,67.7,12600,normal,0
12605,1.57,23.969,31.7,50.0,12605,normal,0
12610,2.916,15.144,23.1,92.2,12610,normal,0
12615,1.356,9.654,18.6,93.9,12615,normal,0
12620,0.726,25.113,20.7,56.2,12620,normal,1
12625,0.988,5.519,22.2,87.7,12625,normal,0
12630,1.982,19.682,,54.1,12630,normal,0
12635,1.372,7.189,34.5,90.8,12635,normal,0
12640,0.567,16.062,31.8,51.2,12640,normal,0
12645,0.065,1.892,19.3,88.4,12645,normal,0
12650,0.537,11.655,33.0,90.4,12650,normal,0
12655,2.3,19.988,31.2,50.0,12655,normal,0
12660,2.463,7.878,27.7,79.3,12660,normal,0
12665,3.97,11.351,27.3,95.8,12665,normal,0
12670,3.039,5.426,27.8,73.9,12670,normal,0
12675,1.9,12.183,23.4,56.3,12675,normal,0
12680,0.49,13.171,33.5,74.2,12680,normal,0
12685,3.133,7.755,18.2,64.2,12685,normal,0
12690,0.0,3.705,33.4,85.0,12690,normal,0
12695,2.335,3.588,25.5,79.4,12695,normal,0
12700,0.048,8.68,24.4,81.8,12700,normal,0
12705,0.171,6.313,34.8,51.8,12705,normal,0
12710,1.065,11.248,34.0,61.8,12710,normal,0
12715,2.404,16.68,22.2,73.4,12715,normal,0
12720,1.55,0.0,,84.5,12720,normal,0
12725,0.021,15.944,20.0,87.9,12725,normal,0
12730,1.61,5.041,20.6,59.8,12730,normal,0
12735,3.374,15.112,30.5,69.1,12735,normal,0
12740,0.29,4.602,41.7,71.8,12740,normal,0
12745,1.228,6.135,25.9,91.4,12745,normal,0
12750,0.354,7.348,25.5,61.5,12750,normal,0
12755,50.938,186.95,34.2,56.7,12755,dangereux,2
12760,62.573,89.567,32.3,94.3,12760,dangereux,2
12765,91.644,46.311,41.1,50.0,12765,dangereux,2
12770,72.455,88.735,,73.0,12770,dangereux,2
12775,52.254,266.498,25.0,52.4,12775,dangereux,2
12780,88.354,352.158,25.9,51.2,12780,dangereux,2
12785,32.727,280.636,31.4,70.1,12785,dangereux,2
12790,34.37,185.113,18.9,73.5,12790,dangereux,2
12795,36.921,176.333,31.2,75.7,12795,dangereux,2
12800,80.38,204.633,42.0,90.6,12800,dangereux,2
12805,76.26,197.993,32.2,86.9,12805,dangereux,2
12810,64.522,296.81,21.4,75.1,12810,dangereux,2
12815,25.706,433.052,34.9,72.6,12815,dangereux,3
12820,41.043,67.739,24.4,51.7,12820,dangereux,2
12825,64.771,282.233,28.6,78.5,12825,dangereux,2
12830,57.009,252.548,42.0,54.8,12830,dangereux,2
12835,76.118,99.433,41.6,50.0,12835,dangereux,2
12840,26.241,169.098,40.9,83.7,12840,dangereux,2
12845,37.143,163.008,19.3,64.5,12845,dangereux,2
12850,67.355,219.151,20.6,97.6,12850,dangereux,2
12855,63.712,101.687,29.6,78.9,12855,dangereux,2
12860,60.242,84.504,24.8,93.4,12860,dangereux,2
12865,68.83,351.371,26.0,60.7,12865,dangereux,2
12870,107.003,68.269,27.7,69.9,12870,dangereux,3
12875,70.205,129.796,19.9,78.7,12875,dangereux,2
12880,71.954,390.927,20.3,75.8,12880,dangereux,2
12885,29.761,320.686,29.6,58.7,12885,dangereux,2
12890,83.159,171.027,27.6,81.6,12890,dangereux,2
12895,77.566,131.274,19.8,65.3,12895,dangereux,2
12900,76.858,327.865,35.9,52.5,12900,dangereux,2
12905,29.332,342.266,32.1,54.5,12905,dangereux,2
12910,39.076,351.707,22.6,86.3,12910,dangereux,2
12915,79.911,120.605,26.0,66.2,12915,dangereux,2
12920,122.698,299.051,38.0,53.2,12920,dangereux,3
12925,52.515,203.544,31.9,90.5,12925,dangereux,2
12930,26.064,479.957,31.9,50.0,12930,dangereux,3
12935,48.937,212.073,33.2,50.4,12935,dangereux,2
12940,42.715,212.205,25.7,89.1,12940,dangereux,2
12945,46.088,101.431,19.2,53.9,12945,dangereux,2
12950,50.767,202.219,27.8,95.6,12950,dangereux,2
12955,105.973,171.741,27.2,55.4,12955,dangereux,3
12960,19.439,45.398,31.6,71.4,12960,dangereux,1
12965,51.765,205.5,29.9,92.5,12965,dangereux,2
12970,91.559,116.555,26.6,,12970,dangereux,2
12975,74.551,527.295,23.0,82.6,12975,dangereux,3
12980,60.958,75.317,26.9,86.4,12980,dangereux,2
12985,78.276,347.954,42.0,50.0,12985,dangereux,2
12990,105.348,299.0,42.0,55.6,12990,dangereux,3
12995,77.204,175.295,29.7,84.4,12995,dangereux,2
13000,30.695,70.042,34.6,83.0,13000,dangereux,2
13005,79.537,87.923,20.6,62.2,13005,dangereux,2
13010,80.253,312.2,28.1,64.6,13010,dangereux,2
13015,38.047,324.728,20.8,71.3,13015,dangereux,2
13020,96.23,304.172,36.6,50.0,13020,dangereux,2
13025,69.373,152.287,37.4,90.6,13025,dangereux,2
13030,50.04,354.31,19.3,59.5,13030,dangereux,2
13035,77.513,205.45,32.6,56.7,13035,dangereux,2
13040,125.552,300.199,38.9,59.3,13040,dangereux,3
13045,100.125,236.185,27.1,50.0,13045,dangereux,3
13050,19.799,143.946,24.9,59.0,13050,dangereux,2
13055,61.068,99.691,27.5,54.8,13055,dangereux,2
13060,105.983,220.685,34.4,57.1,13060,dangereux,3
13065,32.907,415.614,38.7,58.0,13065,dangereux,3
13070,88.15,263.54,24.9,51.3,13070,dangereux,2
13075,66.496,316.097,37.2,69.2,13075,dangereux,2
13080,36.489,330.54,21.5,60.2,13080,dangereux,2
13085,27.57,405.991,42.0,82.1,13085,dangereux,3
13090,77.383,215.268,28.0,73.6,13090,dangereux,2
13095,39.315,81.815,28.8,50.0,13095,dangereux,2
13100,43.005,252.552,37.6,79.1,13100,dangereux,2
13105,44.376,376.48,28.8,88.0,13105,dangereux,2
13110,41.612,234.385,31.7,50.0,13110,dangereux,2
13115,42.103,145.461,25.1,70.6,13115,dangereux,2
13120,93.76,135.693,22.4,76.7,13120,dangereux,2
13125,104.511,212.557,23.0,58.7,13125,dangereux,3
13130,37.714,399.748,40.3,91.9,13130,dangereux,2
